website_name,website_address,website_city,website_state,website_zip,candidate_rank,crm_account_id,crm_name,crm_parent_id,crm_parent_name,crm_address,crm_city,crm_state,crm_zip,crm_status,lifetime_revenue,outstanding_ar,score,match_strength,name_score,address_exact,city_exact,state_exact,zip_exact
Bellhaven Shores of Erie,4930 W Lake Rd,Erie,PA,16505,2,001BLYF02K97SZLZHH,Harborview Shores of Erie,001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),4930 West Lake Road,Erie,PA,16505,Active,0,0,97.44,HIGH,74.42,True,True,True,True
Bellhaven Shores of Erie,4930 W Lake Rd,Erie,PA,16505,3,0018CF5521F502B208,Bellhaven of Carlisle,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),640 Walnut Bottom Rd,Carlisle,PA,17015,Active,0,0,12.0,LOW,70.0,False,False,True,False
Bellhaven Terrace of Akron,55 Ridgewood Avenue,Akron,OH,44313,1,0019Y4J61ZBG4R00CD,Bellhaven Terrace of Akron,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),55 Ridgewood Ave,Akron,OH,44313,Active,101000,9000,100.0,HIGH,100.0,True,True,True,True
Bellhaven Terrace of Akron,55 Ridgewood Avenue,Akron,OH,44313,2,0015L38R1Z5947ZZP7,Bellhaven of Marion,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),199 Barks Road West,Marion,OH,43302,Active,87000,0,12.5,LOW,75.0,False,False,True,False
Bellhaven Terrace of Akron,55 Ridgewood Avenue,Akron,OH,44313,3,001WR41PYNWXCAE2X4,Bellhaven of Kettering,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),3313 Wilmington Pike,Kettering,OH,45429,Active,0,0,11.51,LOW,65.12,False,False,True,False
Bellhaven Willow Creek,8060 Willow Creek Ln,Portage,MI,49024,1,0017MN2JYAJBDS8WQZ,Bellhaven Willow Creek,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),8060 Willow Creek Lane,Portage,MI,49024,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven Willow Creek,8060 Willow Creek Ln,Portage,MI,49024,2,0016PVXH4B25HWR7QE,Bellhaven of Coldwater,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),90 N Michigan Ave,Coldwater,MI,49036,Inactive,0,0,11.0,LOW,60.0,False,False,True,False
Bellhaven Willow Creek,8060 Willow Creek Ln,Portage,MI,49024,3,001EGU7BMJ942ZTRE6,Bellhaven of Owosso,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1120 W Main St,Owosso,MI,48867,Active,0,0,10.95,LOW,59.46,False,False,True,False
Bellhaven Woods of Toledo,4850 NW Sylvania Ave,Toledo,OH,43623,1,0014DHACE6WQU3RMM5,Bellhaven Woods of Toledo,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),4850 Northwest Sylvania Avenue,Toledo,OH,43623,Active,54000,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven Woods of Toledo,4850 NW Sylvania Ave,Toledo,OH,43623,2,001W5G121A7SMRP58M,Bellhaven of Wooster,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2301 Cleveland Rd,Wooster,OH,44691,Active,25000,0,12.5,LOW,75.0,False,False,True,False
Bellhaven Woods of Toledo,4850 NW Sylvania Ave,Toledo,OH,43623,3,001L3LGR6W69J8DYYV,Bellhaven of Maplewood,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),210 Orchard Ln,Maplewood,OH,44280,Active,0,0,11.67,LOW,66.67,False,False,True,False
The Arbors at Bellhaven - Dayton,2210 Salem Ave,Dayton,OH,45406,1,0010KJFP601YNTZVDA,The Arbors at Bellhaven - Dayton,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2210 Salem Ave,Dayton,OH,45406,Active,0,0,100.0,HIGH,100.0,True,True,True,True
The Arbors at Bellhaven - Dayton,2210 Salem Ave,Dayton,OH,45406,2,0015L38R1Z5947ZZP7,Bellhaven of Marion,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),199 Barks Road West,Marion,OH,43302,Active,87000,0,10.58,LOW,55.81,False,False,True,False
The Arbors at Bellhaven - Dayton,2210 Salem Ave,Dayton,OH,45406,3,001R4PXTUD9R6FNN8V,Bellhaven of Defiance,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),700 Carpenter Road,Defiance,OH,43512,Active,66000,9500,10.33,LOW,53.33,False,False,True,False
